version,conv1_out_chnls,conv1_ker_size,pool1_ker_size,conv2_out_chnls,conv2_ker_size,pool2_ker_size,fc1_lin,fc2_lin,bdsr,csl,fwq,gj,htj,hy,lgq,lqs,lx,mf,mzd,oyx,sgt,shz,smh,wxz,wzm,yyr,yzq,zmf
00,12,5,3,30,5,4,120,84,85.64231738035265,59.53488372093023,98.89135254988913,97.33924611973393,94.48994787788533,72.37237237237237,95.34368070953437,97.70540340488527,100.0,86.62232076866223,79.60088691796008,86.32478632478633,83.28,99.63045084996304,81.42292490118577,76.8545994065282,87.18232044198895,85.80931263858093,89.63730569948187,68.1592039800995
01,12,5,3,30,5,4,256,64,88.66498740554157,41.395348837209305,96.52623798965263,96.96969696969697,95.45793000744601,90.990990990991,89.65262379896527,92.74611398963731,99.9260901699926,85.2919438285292,83.96156688839616,88.88888888888889,84.4,99.40872135994087,73.12252964426878,76.40949554896143,97.56906077348066,90.61345158906134,85.86232420429312,45.52238805970149
